testcaseId,$firstName,$lastName,$fatherName,$motherName,$guardianName,$idNumber,$rollNumber,$dateOfBirth,$dateOfJoin,$branchId,$standardId,$sectionId,$primaryPhoneNumber,$primaryEmailId,$alternatePhoneNumber,$secondaryEmailId,$gender
210,Krishnamurthy,Nitin,Hrishikesh,Iniyavan,Iniyavan,Vsk210,15,24-11-2002,24-05-2015,3,5,2,,,,,F
211,Krishnaroop,Nitish,Hritish,Intekhab,Intekhab,Vsk211,1,24-11-2002,24-05-2015,3,5,3,,,,,M
212,Krishnendu,Nityagopal,Hurditya,Iqbal,Iqbal,Vsk212,2,24-11-2002,24-05-2015,3,5,3,,,,,F
213,Kshaunish,Nityanand,Hussain,Iraiyavan,Iraiyavan,Vsk213,3,24-11-2002,24-05-2015,3,5,3,,,,,M
214,Kuber,Nityananda,Ibhanan,Irfan,Irfan,Vsk214,4,24-11-2002,24-05-2015,3,5,3,,,,,F
215,Kuberchand,Nityasundar,Ibhya,Iri,Iri,Vsk215,5,24-11-2002,24-05-2015,3,5,3,,,,,M
216,Kularanjan,Nivrutti,Ibrahim,Irshaad,Irshaad,Vsk216,6,24-11-2002,24-05-2015,3,5,3,,,,,F
217,Kulbhushan,Niyath,Idris,Irya,Irya,Vsk217,7,24-11-2002,24-05-2015,3,5,3,,,,,M
218,Kuldeep,Nripa,Iham,Isaiarasu,Isaiarasu,Vsk218,8,24-11-2002,24-05-2015,3,5,3,,,,,F
219,Kulik,Nripendra,Ihit,Isaivalan,Isaivalan,Vsk219,9,24-11-2002,24-05-2015,3,5,3,,,,,M
220,Kumar,Nripesh,Ikshu,Isar,Isar,Vsk220,10,24-11-2002,24-05-2015,3,5,3,,,,,F
221,Kunal,Oha,Ilaiyavan,Ishan,Ishan,Vsk221,11,24-11-2002,24-05-2015,3,5,3,,,,,M
222,Kundan,Ohas,Ilamporai,Ishrat,Ishrat,Vsk222,12,24-11-2002,24-05-2015,3,5,3,,,,,F
223,Kundanlal,Ojas,Ilamurugu,Ishwar,Ishwar,Vsk223,13,24-11-2002,24-05-2015,3,5,3,,,,,M
224,Kundir,Om,Ilancheliyan,Itish,Itish,Vsk224,14,24-11-2002,24-05-2015,3,5,3,,,,,F
225,Kunja,Omanand,Ilandevan,Iyyappan,Iyyappan,Vsk225,15,24-11-2002,24-05-2015,3,5,3,,,,,M
